paste.Cells..round.CC_Dif_pValues..4..	X20110316_mir.1_L3	X20110316_mir.1_L2	X20110203_RW10890_pal.1_L4	X20110125_RW10890_pal.1_L3	X20110125_RW10890_pal.1_L4	X20101213_RW10889_pal.1_L2	X20101213_RW10889_pal.1_L3	X20110209_UP2051_mls.2_L1	X20110209_UP2051_mls.2_L2	X20110209_UP2051_mls.2_L3	X20110225_NX68_L3	X20110408_RW10425_pha.4_L2	X20110927_RW11144_L4	X20110929_ceh.43_L1	X20110726_RW10713_L1	X20110731_RW10434_L1	X20111116_RW10226_L4	X20110916_ceh.36_L1	X20120426_JIM122_L2	X20120612_JIM127_L4	X20120331_RW10871_L4	X20120807_mir.57_L4	X20110316_mir.1_L3.1	X20110316_mir.1_L2.1	X20110203_RW10890_pal.1_L4.1	X20110125_RW10890_pal.1_L3.1	X20110125_RW10890_pal.1_L4.1	X20101213_RW10889_pal.1_L2.1	X20101213_RW10889_pal.1_L3.1	X20110209_UP2051_mls.2_L1.1	X20110209_UP2051_mls.2_L2.1	X20110209_UP2051_mls.2_L3.1	X20110225_NX68_L3.1	X20110408_RW10425_pha.4_L2.1	X20110927_RW11144_L4.1	X20110929_ceh.43_L1.1	X20110726_RW10713_L1.1	X20110731_RW10434_L1.1	X20111116_RW10226_L4.1	X20110916_ceh.36_L1.1	X20120426_JIM122_L2.1	X20120612_JIM127_L4.1	X20120331_RW10871_L4.1	X20120807_mir.57_L4.1
MSpaaaa 1	38	41	38	38	42	40	41	40	41	41	38	40	39	40	42	39	39	41	40	42	39	40	38	41	38	38	42	40	41	40	41	41	38	40	39	40	42	39	39	41	40	42	39	40
MSpaaaaa 1	93	99		97	104	94	100	99	97	100	94	94	93	100	109	94	95	93	96	94	91	89	93	99		97	104	94	100	99	97	100	94	94	93	100	109	94	95	93	96	94	91	89
MSpaaaaaa NA																																												
MSpaaaaap NA																																												
MSpaaaap 1	54	53	53	52	56	55	57	53	56	51	53	62	52	57	51	54	54	61	57	56	53	51	54	53	53	52	56	55	57	53	56	51	53	62	52	57	51	54	54	61	57	56	53	51
MSpaaaapa NA																																												
MSpaaaapp NA																																												
MSpaaap 1	40	43	40	42	43	44	44	43	43	44	43	45	42	43	44	44	42	44	43	43	42	43	40	43	40	42	43	44	44	43	43	44	43	45	42	43	44	44	42	44	43	43	42	43
MSpaaapa 1	88	89	81	81	79	84	85	86	84	80	81	87	88	89	91	83	83	77	86	84	84	82	88	89	81	81	79	84	85	86	84	80	81	87	88	89	91	83	83	77	86	84	84	82
MSpaaapaa NA																																												
MSpaaapap NA																																												
MSpaaapp 1	55	54	53	52	51	55	56	53	54	56	53	58	55	57	54	58	51	57	57	54	54	51	55	54	53	52	51	55	56	53	54	56	53	58	55	57	54	58	51	57	57	54	54	51
MSpaaappa NA																																												
MSpaaappp NA																																												
MSpaap 1	42	41	39	36	38	38	34	40	38	39	40	39	39	39	38	41	43	41	39	42	38	41	42	41	39	36	38	38	34	40	38	39	40	39	39	39	38	41	43	41	39	42	38	41
MSpaapa 1	42	43	42	42	42	43	44	41	43	46	40	43	41	44	46	42	42	43	43	42	45	41	42	43	42	42	42	43	44	41	43	46	40	43	41	44	46	42	42	43	43	42	45	41
MSpaapaa 1	86	89	83	94	88	82	77	84	81	80	81	85	86	98	83	85	89	99	83	93	86	79	86	89	83	94	88	82	77	84	81	80	81	85	86	98	83	85	89	99	83	93	86	79
MSpaapaaa NA																																												
MSpaapaap NA																																												
MSpaapap 1	62	56	56	58	60	55	59	56	56	57	56	60	58	61	58	56	60	62	59	58	58	51	62	56	56	58	60	55	59	56	56	57	56	60	58	61	58	56	60	62	59	58	58	51
MSpaapapa NA																																												
MSpaapapp NA																																												
MSpaapp NA																																												
MSpap 1	32	30	30	29	32	29	32	31	31	30	30	32	29	30	31	31	30	32	31	30	31	32	32	30	30	29	32	29	32	31	31	30	30	32	29	30	31	31	30	32	31	30	31	32
MSpapa 1	34	32	33	32	32	32	33	33	32	34	32	31	34	32	33	32	36	33	32	32	35	33	34	32	33	32	32	32	33	33	32	34	32	31	34	32	33	32	36	33	32	32	35	33
MSpapaa 1	38	40	38	38	40	40	44	43	41	41	41	42	41	39	39	40	42	41	38	40	40	40	38	40	38	38	40	40	44	43	41	41	41	42	41	39	39	40	42	41	38	40	40	40
MSpapaaa 1	58	59	60	58	60	60	64	56	62	64	53	60	59	61	63	59	60	61	55	61	60	57	58	59	60	58	60	60	64	56	62	64	53	60	59	61	63	59	60	61	55	61	60	57
MSpapaaaa NA																																												
MSpapaaap NA																																												
MSpapaap 1	52	53	53	54	56	54	54	53	54	52	54	55	52	55	56	53	54	53	50	54	52	52	52	53	53	54	56	54	54	53	54	52	54	55	52	55	56	53	54	53	50	54	52	52
MSpapaapa 1																			110		123	113																			110		123	113
MSpapaapaa NA																																												
MSpapaapap NA																																												
MSpapaapp NA																																												
MSpapap 1	48	49	47	45	49	49	49	48	47	52	47	50	49	51	47	51	49	46	52	49	52	51	48	49	47	45	49	49	49	48	47	52	47	50	49	51	47	51	49	46	52	49	52	51
MSpapapa 1	108	107		126			92	109			109				114	111			113	122	104	109	108	107		126			92	109			109				114	111			113	122	104	109
MSpapapaa NA																																												
MSpapapap NA																																												
MSpapapp 1	62	62	60	60	62	63	67	63	62	69	60	62	58	69	58	63	64	62	64	65	58	63	62	62	60	60	62	63	67	63	62	69	60	62	58	69	58	63	64	62	64	65	58	63
MSpapappa NA																																												
MSpapappp NA																																												
MSpapp 1	43	43	37	39	42	42	44	41	40	46	43	44	42	43	41	43	41	42	45	42	41	44	43	43	37	39	42	42	44	41	40	46	43	44	42	43	41	43	41	42	45	42	41	44
MSpappa 1	89	88	91	86	89	94	89	89	89	80	85	83	89	86	97	90	86	93	79	88	94	84	89	88	91	86	89	94	89	89	89	80	85	83	89	86	97	90	86	93	79	88	94	84
MSpappaa NA																																												
MSpappap NA																																												
MSpappp 1	70	72	61	75	72	80	75	64	73	70	78	75	66	70	72	68	81	74	69	74	75	65	70	72	61	75	72	80	75	64	73	70	78	75	66	70	72	68	81	74	69	74	75	65
MSpapppa 1		82		87				84							86	85			86	87	78	84		82		87				84							86	85			86	87	78	84
MSpapppaa NA																																												
MSpapppap NA																																												
MSpapppp 1				100											104				106	107	93	101				100											104				106	107	93	101
MSpappppa NA																																												
MSpappppp NA																																												
MSpp 1	30	28	29	31	32	27	29	29	28	27	29	28	28	28	29	30	29	30	27	25	28	30	30	28	29	31	32	27	29	29	28	27	29	28	28	28	29	30	29	30	27	25	28	30
MSppa 1	34	31	32	31	32	34	33	32	31	30	32	32	32	31	31	33	33	32	33	32	32	34	34	31	32	31	32	34	33	32	31	30	32	32	32	31	31	33	33	32	33	32	32	34
MSppaa 1	40	40	36	39	42	37	38	40	38	39	37	39	39	38	40	38	40	41	39	37	38	40	40	40	36	39	42	37	38	40	38	39	37	39	39	38	40	38	40	41	39	37	38	40
MSppaaa 1	48	47	45	46	47	49	44	46	46	47	46	50	47	46	48	44	45	48	47	44	45	46	48	47	45	46	47	49	44	46	46	47	46	50	47	46	48	44	45	48	47	44	45	46
MSppaaaa 1				130											142				130	132	127	120				130											142				130	132	127	120
MSppaaaad NA																																												
MSppaaaav NA																																												
MSppaaap NA																																												
MSppaap 1	70	71	69	72	67	81	64	71	78	69	67	70	75	70	70	68	70	66	77	74	71	76	70	71	69	72	67	81	64	71	78	69	67	70	75	70	70	68	70	66	77	74	71	76
MSppaapa NA																																												
MSppaapp NA																																												
MSppap 1	37	38	36	36	42	37	38	38	36	38	37	37	37	38	40	38	37	38	37	34	38	38	37	38	36	36	42	37	38	38	36	38	37	37	37	38	40	38	37	38	37	34	38	38
MSppapa 1	50	47	48	45	52	51	46	50	46	47	44	50	48	49	51	49	48	50	47	46	47	48	50	47	48	45	52	51	46	50	46	47	44	50	48	49	51	49	48	50	47	46	47	48
MSppapaa NA																																												
MSppapaaa NA																																												
MSppapaap NA																																												
MSppapap NA																																												
MSppapp 1	56	54	56	54	63	60	59	56	57	57	53	63	56	58	57	59	58	63	60	59	57	60	56	54	56	54	63	60	59	56	57	57	53	63	56	58	57	59	58	63	60	59	57	60
MSppappa NA																																												
MSppappp NA																																												
MSppp 1	32	30	32	33	34	34	35	32	32	32	32	34	34	32	31	33	31	33	33	33	31	34	32	30	32	33	34	34	35	32	32	32	32	34	34	32	31	33	31	33	33	33	31	34
MSpppa 1	41	40	39	41	42	42	38	43	41	41	41	44	44	40	48	41	46	43	42	40	44	46	41	40	39	41	42	42	38	43	41	41	41	44	44	40	48	41	46	43	42	40	44	46
MSpppaa 1	63	61	59	65	67	69	72	68	63	64	63	65	65	64	72	66	66	67	67	60	62	67	63	61	59	65	67	69	72	68	63	64	63	65	65	64	72	66	66	67	67	60	62	67
MSpppaaa NA																																												
MSpppaap NA																																												
MSpppap 1	79	72	70	72	76	80	79	73	70	73	70	78	70	72	67	71	73	71	74	69	65	71	79	72	70	72	76	80	79	73	70	73	70	78	70	72	67	71	73	71	74	69	65	71
MSpppapa NA																																												
MSpppapp NA																					162																						162	
MSpppappa NA																																												
MSpppappp NA																																												
MSpppp 1	48	46	45	41	50	52	46	49	44	44	52	52	52	47	52	46	52	47	50	46	49	54	48	46	45	41	50	52	46	49	44	44	52	52	52	47	52	46	52	47	50	46	49	54
MSppppa 1	62	58	56	61	63	62	59	54	60	55	57	60	58	61	56	59	60	63	60	59	59	59	62	58	56	61	63	62	59	54	60	55	57	60	58	61	56	59	60	63	60	59	59	59
MSppppaa NA																																												
MSppppap NA																																												
MSppppp 1	66	60	60	61	67	68	70	61	68	65	58	63	70	65	64	64	66	65	64	65	63	64	66	60	60	61	67	68	70	61	68	65	58	63	70	65	64	64	66	65	64	65	63	64
MSpppppa NA																																												
MSpppppp NA																																												
P NA																																												
P0 NA																																												
P1 NA															14																						14							
P2 1						18							19	16	17		18		19									18							19	16	17		18		19			
P3 1	28	27	25		24	27	27	26	24	20	24	24	26	24	24	23	26	25	26	25	24	25	28	27	25		24	27	27	26	24	20	24	24	26	24	24	23	26	25	26	25	24	25
P4 1	78	80	66	65	66	67	72	68	67	66	64	64	64	62	61	58	67	65	57	60	61	59	78	80	66	65	66	67	72	68	67	66	64	64	64	62	61	58	67	65	57	60	61	59
Z2 NA																																												
Z3 NA																																												
